mfg,makes,carlines,type,percent_content_USA_CAN,percent_content_other1,percent_content_other2,final_assembly1,final_assembly2,source_E1,source_E2,source_T1,source_T2,year
JaguaLriLmaitnedd Rover,Jaguar,F-TYPE Automatic Coupe RWD (I4 - 296 HP),PC,0%,62% United Kingdom,18% Germany,UK,"",UK,"",G,"",2020
JaguaLriLmaitnedd Rover,Jaguar,F-TYPE Automatic Coupe RWD (V6 - 340 HP),PC,0%,67% United Kingdom,18% Germany,UK,"",UK,"",G,"",2020
JaguaLriLmaitnedd Rover,Jaguar,F-TYPE R-Dynamic Automatic Coupe RWD,PC,0%,67% United Kingdom,18% Germany,UK,"",UK,"",G,"",2020
JaguaLr iLmaitnedd Rover,Jaguar,F-TYPE R-Dynamic Automatic AWD Coupe,PC,0%,65% United Kingdom,18% Germany,UK,"",UK,"",G,"",2020
JaguaLriLmaitnedd Rover,Jaguar,F-TYPE Checkered Flag LE Automatic AWD,PC,0%,65% United Kingdom,18% Germany,UK,"",UK,"",G,"",2020
JaguaLriLmaitnedd Rover,Jaguar,F-TYPE R Coupe (AWD) (V8 - 550 HP),PC,0%,66% United Kingdom,20% Germany,UK,"",UK,"",G,"",2020
JaguaLriLmaitnedd Rover,Jaguar,F-TYPE SVR Coupe (AWD) (V8 - 575 HP),PC,0%,66% United Kingdom,20% Germany,UK,"",UK,"",G,"",2020
JaguaLr iLmaitnedd Rover,Jaguar,I-PACE EV400 S,MPV,0%,74% Poland,"",AU,"",P,"",P,"",2020
JaguaLriLmaitnedd Rover,Jaguar,I-PACE EV400 SE,MPV,0%,74% Poland,"",AU,"",P,"",P,"",2020
JaguaLriLmaitnedd Rover,Jaguar,I-PACE EV400 HSE,MPV,0%,74% Poland,"",AU,"",P,"",P,"",2020
"Limited
JaguaLr iLmaitnedd Rover",Land Rover,XF - 25t RWD,PC,4%,50% UK,43% G,UK,"",UK,"",G,"",2020
JaguaLr iLmaitnedd Rover,Land Rover,XF - 25t AWD,PC,4%,48% G,46% UK,UK,"",UK,"",G,"",2020
JaguaLr iLmaitnedd Rover,Land Rover,XF - 30t RWD,PC,4%,50% UK,43% G,UK,"",UK,"",G,"",2020
JaguaLr iLmaitnedd Rover,Land Rover,XF - 30t AWD,PC,4%,48% G,46% UK,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,XF - S AWD,PC,5%,47% G,46% UK,UK,"",UK,"",G,"",2020
JaguaLr iLmaitnedd Rover,Land Rover,XF - 30t Sportbrake AWD,PC,5%,51% G,43% UK,UK,"",UK,"",G,"",2020
JaguaLr iLmaitnedd Rover,Land Rover,XF - S Sportbrake AWD,PC,5%,51%G,43% UK,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,XE - 25t RWD,PC,4%,52% G,41% UK,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,XE - 25t AWD,PC,4%,54% G,39% UK,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,XE - 30t AWD,PC,4%,54% G,39% UK,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Discovery Sport,MPV,7%,50% UK,"",UK,"",UK,"",US,"",2020
Jaguar Land RoverLimited,Land Rover,Range Rover Evoque,MPV,9%,54% UK,15% G,UK,"",UK,"",US,"",2020
Jaguar Land RoverLimited,Land Rover,Range Rover Velar(2.0L 14 Gasoline Turbocharged),MPV,8%,60% UK,"",UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Range Rover Velar(3.0L V6 Gasoline Supercharged),MPV,8%,60% UK,"",UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Range Rover Velar(5.0L V8 Gasoline Supercharged)  ,MPV,8%,60% UK,"",UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Range Rover 2.0L PHEV (Gasoline) StandardWheelbase  ,MPV,5%,60% UK,8% G,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Range Rover 3.0L SuperchargedStandard Wheelbase  (Gasoline),MPV,5%,60% UK,8% G,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Range Rover 3.0L Turbocharged (Diesel)Standard Wheelbase  ,MPV,9%,72% UK,16% G,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Range Rover 5.0L SuperchargedStandard Wheelbase  (Gasoline),MPV,9%,72% UK,16% G,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Range Rover 5.0 L SuperchargedLong Wheelbase  (Gasoline),MPV,9%,72% UK,16% G,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Range Rover Sport 2.0L PHEV (Gasoline)  ,MPV,1%,54% UK,15% G,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Range Rover Sport 3.0L Supercharged(Gasoline)  ,MPV,1%,54% UK,15% G,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Range Rover Sport 3.0L Turbocharged  (Diesel),MPV,7%,69% UK,17% G,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Range Rover Sport 5.0L Supercharged(Gasoline)  ,MPV,7%,69% UK,17% G,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Discovery 3.0L Supercharged (Gasoline)  ,MPV,7%,68% UK,17% G,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Discovery 3.0L Supercharged (Gasoline)  ,MPV,0%,72% UK,12% G,SL,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Discovery 3.0L Turbocharged (Diesel)  ,MPV,7%,68% UK,17% G,UK,"",UK,"",G,"",2020
Jaguar Land RoverLimited,Land Rover,Discovery 3.0L Turbocharged (Diesel)  ,MPV,0%,72% UK,12% G,SL,"",UK,"",G,"",2020
JaguaLr iLmaitnedd Rover,Land Rover,E-Pace (I4-246 HP)  ,MPV,14%,62% G,21% UK,AU,"",UK,"",US,"",2020
JaguaLr iLmaitnedd Rover,Land Rover,E-Pace (I4-296 HP)  ,MPV,15%,63% G,20% UK,AU,"",UK,"",US,"",2020
Kia Motors,Kia, Cadenza ,PC,0%,95% K,"",K,"",K,"",K,"",2020
Kia Motors,Kia, Forte ,PC,5%,35% K,65% MX,MX,"",MX,"",MX,K,2020
Kia Motors,Kia, K900 ,PC,5%,90% K,"",K,"",K,"",K,"",2020
Kia Motors,Kia,Niro Electric  ,MPV,0%,90% K,"",K,"",K,"",K,"",2020
Kia Motors,Kia,Niro Hybrid  ,MPV,0%,80% K,"",K,"",K,"",K,"",2020
Kia Motors,Kia,Niro PHEV  ,MPV,0%,85% K,"",K,"",K,"",K,"",2020
Kia Motors,Kia,Niro Plug-In Hybrid  ,MPV,0%,85% K,"",K,"",K,"",K,"",2020
Kia Motors,Kia,Optima 1.6  ,PC,45%,55% K,"",US,"",MX,"",K,"",2020
Kia Motors,Kia,Optima 2.0  ,PC,50%,50% K,"",US,"",US,"",US,"",2020
Kia Motors,Kia,Optima 2.4  ,PC,60%,40% K,"",US,"",US,"",US,"",2020
Kia Motors,Kia,Optima Hybrid  ,PC,0%,95% K,"",K,"",K,"",K,"",2020
Kia Motors,Kia,Optima Hybrid Plug in ,PC,5%,95% K,"",K,"",K,"",K,"",2020
Kia Motors,Kia, Rio ,PC,0%,45% K,55% MX,MX,"",MX,"",MX,"",2020
Kia Motors,Kia, Sedona ,MPV,0%,85% K,"",K,"",K,"",K,"",2020
Kia Motors,Kia, Sorento ,MPV,55%,45% K,"",US,"",US,K,US,"",2020
Kia Motors,Kia, Sportage ,MPV,0%,90% K,"",K,"",K,"",K,"",2020
Kia Motors,Kia, Stinger ,PC,0%,45% K,55% MX,MX,"",MX,"",MX,"",2020
Kia Motors,Kia, Soul ,MPV,1%,95% K,"",K,"",K,"",K,"",2020
Kia Motors,Kia, Soul EV ,MPV,5%,90% K,"",K,"",K,"",K,"",2020
Kia Motors,Kia, Telluride ,MPV,51%,49% K,"",US,"",K,"",US,"",2020
Lamborghini,Lamborghini,Huracan EVO  ,PC,0%,60%G,20%I,I,"",H,"",G,"",2020
Lamborghini,Lamborghini, Huracan ,PC,0%,60%G,20%I,I,"",H,"",G,"",2020
Lamborghini,Lamborghini,Aventador  ,PC,0%,45%I,31%G,I,"",I,"",I,"",2020
Lamborghini,Lamborghini, URUS ,MPV,0%,70%G,"",I,"",G,"",G,"",2020
Lotus Cars Ltd.,Lotus, Evora ,PC,0%,N/A,"",UK,"",J,"",J,"",2020
Mazda Motor Corporation,Mazda, CX-30 ,PC,5%,65% MX,15% J 15% TH,"","","","","","",2020
Mazda Motor Corporation,Mazda, CX-5 ,MPV,0%,90% J,"",J,"",J,"",J,"",2020
Mazda Motor Corporation,Mazda, CX-9 ,MPV,0%,90% J,"",J,"",J,"",J,"",2020
Mazda Motor Corporation,Mazda, Mazda3 ,PC,0%,75% J,"",J,"",J,"",J,"",2020
Mazda Motor Corporation,Mazda, Mazda3 ,PC,5%,70% MX,25% J,MX,"",MX,"",TH,"",2020
Mazda Motor Corporation,Mazda, Mazda6 ,PC,0%,90% J,"",J,"",J,"",J,"",2020
Mercedes-Benz USA,Mercedes-Benz,C-Class Sedan (C300/C300-4M)  ,PC,70%,16% G,"",US,"",US,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,C-Class Sedan (C43)  ,PC,49%,40% G,"",US,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,C-Class Sedan (C63/C63S)  ,PC,49%,40% G,"",US,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,C-Class Sedan (C300/C300-4M)  ,PC,19%,36% SA,30% G,SA,"",US,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,C-Class Sedan (C43)  ,PC,0%,56% G,30% SA,SA,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C300/C300-4M)  ,PC,16%,62% G,"",G,"",US,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C43)  ,PC,0%,85% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,C-Class Coupe (C63/C63S)  ,PC,0%,85% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C300/C300-4M)  ,PC,14%,59% G,"",G,"",US,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C43)  ,PC,0%,74% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,C-Class Cabriolet (C63/C63S)  ,PC,0%,74% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E350/E350-4M),PC,0%,77% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E450-4M/ AMG E53),PC,0%,77% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,E-Class Sedan (E63S),PC,0%,77% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,E-Class Wagon (E450-4M),PC,0%,82% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,E-Class Wagon (E63S),PC,0%,82% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,E-Class Coupe (E450/E450-4M/AMG E53),PC,0%,82% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,E-Class Cabriolet (E450/E450-4M/AMG E53),PC,0%,75% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,CLS Coupe (CLS450/CLS450-4M/AMG CLS53),PC,0%,82% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,S-Class Sedan (S560e/S450/S450-4M),PC,0%,81% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,S-Class Sedan (S560-4M/S63-4M),PC,0%,81% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,S-Class Sedan (S65),PC,0%,81% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,S-Class Maybach (S560-4M),PC,0%,82% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,S-Class Maybach (S650),PC,0%,82% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,S-Class Coupe (S560-4M/S63-4M),PC,0%,84% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,S-Class Coupe (S65),PC,0%,84% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,S-Class Cabriolet (S560-4M/S63-4M),PC,0%,78% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,S-Class Cabriolet (S65),PC,0%,78% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,SL Roadster (SL450),PC,0%,81% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,SL Roadster (SL550),PC,0%,81% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,SL Roadster (SL63),PC,0%,81% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,SLC Roadster (SLC300),PC,0%,87% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,SLC Roadster (SLC43),PC,0%,87% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA250/CLA250-4M),PC,0%,64% G,"",H,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA45 AMG),PC,0%,64% G,"",H,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,CLA Coupe (CLA35 AMG),PC,0%,64% G,"",H,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLA SUV (GLA250/GLA250-4M/GLA45-4M),MPV,0%,79% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLA SUV (GLA250/GLA250-4M/GLA45-4M),MPV,0%,82% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC300),MPV,19%,58% G,"",G,"",US,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC300),MPV,0%,76% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC350e),MPV,0%,79% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC43-4M),MPV,0%,79% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC63-4M),MPV,0%,79% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLC SUV (GLC300-4M),MPV,17%,58% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC300/GLC300-4M),PC,16%,60% G,"",G,"",US,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC43-4M),PC,0%,85% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLC Coupe (GLC63-4M/GLC63S-4M),PC,0%,85% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE350-4M/GLE350),MPV,70%,12% G,"",US,"",US,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE450-4M),MPV,48%,36% G,"",US,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLE SUV (GLE580-4M),MPV,48%,36% G,"",US,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLE Coupe (GLE43-4M),PC,61%,27% G,"",US,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLE Coupe (GLE63S),PC,61%,27% G,"",US,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,G-Class SUV (G550/G63),MPV,3%,31% G,24% AU,AU,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS450-4M),MPV,60%,30% G,"",US,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS580-4M),MPV,60%,30% G,"",US,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLS SUV (GLS63),MPV,60%,30% G,"",US,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,AMG GT Coupe (AMG GT/AMG GT S/AMG GT R/AMG GT C),PC,0%,80% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,AMG GT Roadster (AMG GT/ AMG GT R/ AMG,PC,0%,85% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,AMG GT 4-dr Coupe (AMG GT53),PC,0%,86% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,AMG GT 4-dr Coupe (AMG GT63/ AMG GT63S),PC,0%,86% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,A-Class Sedan (A220/ A220-4M),PC,7%,46% MX,37% G,MX,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,A-Class Sedan (A35),PC,0%,76% G,"",G,"",G,"",G,"",2020
Mercedes-Benz USA,Mercedes-Benz,GLB SUV (GLB250/ GLB250-4M),MPV,5%,44% G,40% MX,MX,"",G,"",G,"",2020
Mercedes-Benz USA,Sprinter,Metris Cargo,MPV,21%,47% ESP,20% G,US,"",US,"",G,"",2020
Mercedes-Benz USA,Sprinter,Metris Passenger,MPV,18%,50% ESP,19% G,ESP,"",US,"",G,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Eclipse Cross ES 2WD,MPV,0%,97% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Eclipse Cross ES 4WD,MPV,0%,97% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Eclipse Cross LE 2WD,MPV,0%,97% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Eclipse Cross LE 4WD,MPV,0%,97% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Eclipse Cross SE 2WD,MPV,0%,92% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Eclipse Cross SE 4WD,MPV,0%,93% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Eclipse Cross SEL 2WD,MPV,1%,91% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Eclipse Cross SEL 4WD,MPV,1%,92% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander PHEV FE,MPV,0%,99% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander PHEV SEL,MPV,0%,97% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander PHEV GT,MPV,0%,95% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander Sport ES 2WD,MPV,0%,99% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander Sport SE 2WD,MPV,0%,95% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander Sport SP 2WD,MPV,0%,99% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander Sport GT 2WD,MPV,1%,95% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander Sport ES 4WD,MPV,0%,99% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander Sport SE 4WD,MPV,0%,95% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander Sport SP 4WD,MPV,0%,99% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander Sport GT 4WD,MPV,1%,95% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander LE 2WD,MPV,1%,94% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander LE 2WD,MPV,1%,94% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander LE 4WD,MPV,0%,95% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander LE 4WD,MPV,0%,95% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander SP 2WD,MPV,0%,97% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander SP 2WD,MPV,0%,97% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander SP 4WD,MPV,0%,97% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander SP 4WD,MPV,0%,97% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander GT 4WD,MPV,0%,95% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander GT 4WD,MPV,0%,95%J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander ES 2WD,MPV,0%,98% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander ES 2WD,MPV,0%,98% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander ES 4WD,MPV,0%,99% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander ES 4WD,MPV,0%,99% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander SE 2WD,MPV,0%,97% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander SE 2WD,MPV,0%,97% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander SE 4WD,MPV,0%,96% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander SE 4WD,MPV,0%,96% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander SEL 2WD,MPV,1%,91% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Outlander SEL 2WD,MPV,1%,91% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Oulander SEL 4WD,MPV,1%,92% J,"",J,"",J,"",J,"",2020
Mitsubishi MotorsCorporation,Mitsubishi,Oulander SEL 4WD,MPV,1%,92% J,"",J,"",J,"",J,"",2020
"Nissan North America, Inc",Infiniti,QX50,MPV,15%,45% MX,25% J,MX,"",J,"",MX,"",2020
"Nissan North America, Inc",Infiniti,QX 60,MPV,50%,"","",US,"",US,"",MX,"",2020
"Nissan North America, Inc",Infiniti,Q50,PC,0%,100% J,"",J,"",J,"",J,"",2020
"Nissan North America, Inc",Infiniti,Q60,PC,0%,95% J,"",J,"",J,"",J,"",2020
"Nissan North America, Inc",Infiniti,QX80,MPV,5%,95% J,"",J,"",J,"",J,"",2020
"Nissan North America, Inc",Nissan,370Z Coupe,PC,0%,100% J,"",J,"",J,"",J,"",2020
"Nissan North America, Inc",Nissan,370Z Roadster,PC,5%,60% J,35% G,J,"",J,"",J,"",2020
"Nissan North America, Inc",Nissan,Altima 4CYL,PC,50%,15% MX,"",US,"",MX,"",MX,"",2020
"Nissan North America, Inc",Nissan,Altima 4CYL Turbo,PC,50%,15% MX,"",US,"",J,"",MX,"",2020
"Nissan North America, Inc",Nissan,Altima 4CYL,PC,50%,15% MX,"",US,"",MX,"",MX,"",2020
"Nissan North America, Inc",Nissan,Altima 4CYL Turbo,PC,50%,15% MX,"",US,"",J,"",MX,"",2020
"Nissan North America, Inc",Nissan,Armada,MPV,5%,95% J,"",J,"",J,"",J,"",2020
"Nissan North America, Inc",Nissan,Armada,MPV,5%,95% J,"",J,"",J,"",J,"",2020
"Nissan North America, Inc",Nissan,Frontier,Truck,50%,20% J,"",US,"",J,"",J,"",2020
"Nissan North America, Inc",Nissan,GT-R,PC,0%,100% J,"",J,"",J,"",J,"",2020
"Nissan North America, Inc",Nissan,Kicks,PC,20%,60% MX,"",MX,"",US,"",MX,"",2020
"Nissan North America, Inc",Nissan,Leaf,PC,35%,40% J,"",US,"",J,"",J,"",2020
"Nissan North America, Inc",Nissan,Maxima,PC,50%,15% MX,"",US,"",US,"",MX,"",2020
"Nissan North America, Inc",Nissan,Murano,MPV,55%,"","",US,"",US,"",MX,"",2020
"Nissan North America, Inc",Nissan,NV200 Cargo,Truck,20%,65% MX,15% J,MX,"",J,"",MX,"",2020
"Nissan North America, Inc",Nissan,Pathfinder - 4CYL & 6CYL,MPV,55%,"","",US,"",US,"",MX,"",2020
"Nissan North America, Inc",Nissan,Rogue Sport,MPV,0%,95% J,"",J,"",J,"",MX,"",2020
"Nissan North America, Inc",Nissan,Rogue,MPV,20%,30% J,15% K,US,"",US,"",MX,"",2020
"Nissan North America, Inc",Nissan,Rogue,MPV,20%,30% J,15% K,J,"",J,"",J,"",2020
"Nissan North America, Inc",Nissan,Rogue,MPV,20%,30% J,15% K,K,"",J,"",J,"",2020
"Nissan North America, Inc",Nissan,Sentra,PC,10%,60% MX,15% J,MX,"",US,"",MX,"",2020
"Nissan North America, Inc",Nissan,Titan,Truck,50%,15% J,"",US,"",US,"",J,"",2020
"Nissan North America, Inc",Nissan,Versa Sedan,PC,20%,60% MX,"",MX,"",US,"",MX,"",2020
"Nissan North America, Inc",Nissan,Versa Sedan,PC,20%,60% MX,"",MX,"",US,"",ESP,"",2020
PolestarPorsche AG,PolestarPorsche,PS1 Aut (8vxl) FWD + ERADMacan,PCMPV,1%0%,"40% CH,55% G",20% SE,G,"",SEH,"",JPG,"",2020
Porsche AG,Porsche,Macan S,MPV,0%,56% G,18% H,G,"",H,"",G,"",2020
Porsche AG,Porsche,Macan Turbo,MPV,0%,58% G,16% H,G,"",H,"",G,"",2020
Porsche AG,Porsche,Cayenne Coupe,MPV,0%,37% G,31% SL,SL,"",H,"",G,"",2020
Porsche AG,Porsche,Cayenne Coupe Turbo,MPV,1%,55% G,25% SL,SL,"",G,"",G,"",2020
Porsche AG,Porsche,Cayenne E-Hybrid,MPV,0%,37% G,24% SL,SL,"",H,"",G,"",2020
Porsche AG,Porsche,911 Carrera S,PC,0%,73%G,"",G,"",G,"",G,"",2020
Porsche AG,Porsche,911 Carrera S Cabriolet,PC,0%,75% G,"",G,"",G,"",G,"",2020
Porsche AG,Porsche,911 Carrera 4S,PC,0%,74% G,"",G,"",G,"",G,"",2020
Porsche AG,Porsche,911 Carrera 4S Cabriolet,PC,0%,76% G,"",G,"",G,"",G,"",2020
Porsche AG,Porsche,Panamera 4 E-Hybrid,PC,0%,57%G,"",G,"",H,"",G,"",2020
Porsche AG,Porsche,Panamera 4S,PC,0%,60%G,"",G,"",H,"",G,"",2020
Porsche AG,Porsche,Panamera GTS,PC,0%,69% G,"",G,"",G,"",G,"",2020
Porsche AG,Porsche,Panamera Turbo,PC,0%,67% G,"",G,"",G,"",G,"",2020
