mfg,makes,carlines,type,percent_content_USA_CAN,percent_content_other1,percent_content_other2,final_assembly1,final_assembly2,source_E1,source_E2,source_T1,source_T2,year
Volvo,Volvo,XC60 Aut (8vxl) AWD (T5 AWD),MPV,1%,65% CH,15% SW,CH,"",CH,"",J,"",2019
Volvo,Volvo,XC60 Aut (8vxl) FWD (T5 FWD),MPV,1%,65% CH,10% SW,CH,"",CH,"",J,"",2019
Volvo,Volvo,XC90 Aut (8vxl) AWD (T5 AWD),MPV,1%,35% SW,10% G,SW,"",SW,"",J,"",2019
Volvo,Volvo,XC90 Aut (8vxl) FWD (T5 FWD),MPV,1%,30% SW,10% G,SW,"",SW,"",J,"",2019
Volvo,Volvo,XC90 Aut (8vxl) AWD (T6 AWD),MPV,1%,40% SW,10% G,SW,"",SW,"",J,"",2019
Volvo,Volvo,XC90 Excellence Aut (8vxl) FWD +ERAD (T8),MPV,5%,25% SW,10% K,SW,"",SW,"",J,"",2019
Volvo,Volvo,XC90 Aut (8vxl) FWD + ERAD (T8 AWD),MPV,5%,30% SW,10% K,SW,"",SW,"",J,"",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
"","","","","","","","","","","","","",2019
Page 18,"","","","","","","","","","","","",2019
"Aston Martin Lagonda, Ltd.",Aston Martin,DB11 AMR,PC,3%,66% UK,22% G,UK,"",G,"",G,"",2020
"Aston Martin Lagonda, Ltd.",Aston Martin,DBS,PC,3%,66% UK,22% G,UK,"",G,"",G,"",2020
"Aston Martin Lagonda, Ltd.",Aston Martin,DB11 V8,PC,3%,66% UK,22% G,UK,"",G,"",G,"",2020
"Aston Martin Lagonda, Ltd.",Aston Martin,Vantage,PC,3%,66% UK,22% G,UK,"",G,"",G,"",2020
Audi,Audi,e-tron,MPV,1%,25%G,"",BE,"",H,"","","",2020
Audi,Audi,e-tron Sportback,MPV,1%,26%G,"",BE,"",H,"","","",2020
Audi,Audi,A3,PC,0%,50%G,26%H,G,"",H,"",G (AWD),"",2020
Audi,Audi,A3,PC,0%,47%G,30%H,G,"",H,"",G (FWD),"",2020
Audi,Audi,S3,PC,0%,61%G,"",G,"",G,"",G (AWD),"",2020
Audi,Audi,RS 3,PC,0%,45%G,37%H,G,"",H,"",G,"",2020
Audi,Audi,A4,PC,1%,52%G,"",G,"",H,"",G(AWD),"",2020
Audi,Audi,A4,PC,1%,52%G,17%H,G,"",H,"",G(FWD),"",2020
Audi,Audi,S4,PC,1%,50%G,22%H,G,"",H,"",G,"",2020
Audi,Audi,allroad,MPV,1%,49%G,"",G,"",H,"",G,"",2020
Audi,Audi,A5 Cabriolet,PC,1%,52%G,"",G,"",H,"",G,"",2020
Audi,Audi,S5 Cabriolet,PC,1%,43%G,26%H,G,"",H,"",H,"",2020
Audi,Audi,A5 Coupe,PC,1%,51%G,16%H,G,"",H,"",G,"",2020
Audi,Audi,S5 Coupe,PC,1%,39%G,31%H,G,"",H,"",H,"",2020
Audi,Audi,A5 Sportback,PC,1%,49%G,15%H,G,"",H,"",G,"",2020
Audi,Audi,S5 Sportback,PC,1%,39%G,31%H,G,"",H,"",H,"",2020
Audi,Audi,A6,PC,1%,51%G,15%H,G,"",H,"",G,"",2020
Audi,Audi,S6,PC,0%,52%G,24%H,G,"",H,"",G,"",2020
Audi,Audi,A6 allroad,PC,1%,47%G,19%H,G,"",H,"",G,"",2020
Audi,Audi,A7,PC,1%,44%G,22%H,G,"",H,"",G,"",2020
Audi,Audi,S7,PC,0%,50%G,24%H,G,"",H,"",G,"",2020
Audi,Audi,A8,PC,1%,68%G,"",G,"",G,"",G,"",2020
Audi,Audi,A8L,PC,1%,46%G,22%H,G,"",H,"",H,"",2020
Audi,Audi,A8L PHEV,PC,1%,48%G,"",G,"",H,"",G,"",2020
Audi,Audi,S8L,PC,0%,69%G,"",G,"",G,"",G,"",2020
Audi,Audi,Q3,MPV,1%,44%H,31%G,H,"",H,"",J,"",2020
Audi,Audi,Q5,MPV,3%,77%M,"",M,"",M,"",G,"",2020
Audi,Audi,Q5 PHEV,MPV,2%,46%M,20%G,M,"",H,"",G,"",2020
Audi,Audi,SQ5,MPV,3%,63%M,23%H,M,"",H,"",H,"",2020
Audi,Audi,Q7 (45 TFSI),MPV,1%,32%SL,22%G,SL,"",H,"",H,"",2020
Audi,Audi,Q7 (55 TFSI),MPV,1%,36%SL,28%G,SL,"",H,"",G,"",2020
Audi,Audi,SQ7,MPV,1%,50%G,27%SL,SL,"",G,"",G,"",2020
Audi,Audi,Q8,MPV,1%,34%G,28%SL,SL,"",H,"",H,"",2020
Audi,Audi,SQ8,MPV,1%,60%G,19%SL,SL,"",G,"",G,"",2020
Audi,Audi,RS Q8,MPV,1%,60%G,19%SL,SL,"",G,"",G,"",2020
Audi,Audi,R8 Coupe,PC,3%,53%G,20%H,G,"",H,"",G,"",2020
Audi,Audi,R8 Spyder,PC,3%,64%G,18%H,G,"",H,"",G,"",2020
Audi,Audi,TT Coupe,PC,1%,52%H,35%G,H,"",H,"",G,"",2020
Audi,Audi,TTS Coupe,PC,1%,49%H,36%G,H,"",H,"",G,"",2020
Audi,Audi,TT RS Coupe,PC,1%,62%H,27%G,H,"",H,"",G,"",2020
Audi,Audi,TT Roadster,PC,1%,48%H,32%G,H,"",H,"",G,"",2020
Audi,Audi,TT Roadster,PC,1%,48%H,32%G,H,"",H,"",G,"",2020
Bentley,Bentley,Bentayga V8,MPV,0%,63% G,"",UK,"",G,"",G,"",2020
Bentley,Bentley,Bentayga Speed,MPV,0%,64% G,"",UK,"",G,"",G,"",2020
Bentley,Bentley,Bentayga Hybrid,MPV,0%,49%G,"",UK,"",G,"",G,"",2020
Bentley,Bentley,Flying Spur,PC,0%,68%G,"",UK,"",G,"",G,"",2020
Bentley,Bentley,Mulsanne,PC,0%,41%UK,37%G,UK,"",G,"",G,"",2020
Bentley,Bentley,Mulsanne Speed,PC,0%,42% UK,35% G,UK,"",G,"",G,"",2020
Bentley,Bentley,Continental GT V8,PC,0%,73% G,"",UK,"",G,"",G,"",2020
Bentley,Bentley,Continental GT Convertible V8,PC,0%,70%G,"",UK,"",G,"",G,"",2020
Bentley,Bentley,Continental GT W12,PC,0%,71%G,"",UK,"",G,"",G,"",2020
Bentley,Bentley,Continental GT Convertible W12,PC,0%,70%G,"",UK,"",G,"",G,"",2020
BMW AG,BMW,2 Series Coupe/Convertible,PC,5%,65% G,"",G,"",G,"",G,"",2020
BMW AG,BMW,3 Series Sedan,PC,5%,60% G,"",G,"",G,"",G,"",2020
BMW AG,BMW,3 Series Sedan,PC,5%,45% G,30% MX,MX,"",G (3.3),A (3.4),G,"",2020
BMW AG,BMW,4 Series Coupe/Convertible,PC,5%,65% G,"",G,"",G,"",G,"",2020
BMW AG,BMW,4 Series Gran Coupe,PC,5%,60% G,"",G,"",G,"",G,"",2020
BMW AG,BMW,5 Series Sedan,PC,5%,60% G,"",G,A,G,"",G,"",2020
BMW AG,BMW,7 Series Sedan,PC,5%,60% G,"",G,"",G,"",G,"",2020
BMW AG,BMW,8 Series Coupe/Convertible,PC,5%,60% G,"",G,"",G,"",G,"",2020
BMW AG,BMW,8 Series Gran Coupe,PC,5%,60% G,"",G,"",G,"",G,"",2020
BMW AG,BMW,X1,MPV,5%,50% G,"",G,N,G,"",J,"",2020
BMW AG,BMW,X2,MPV,5%,45% G,"",G,"",G,"",J,"",2020
BMW AG,BMW,X3,MPV,31%,25% G,16% MX,US,"",A,"",G,"",2020
BMW AG,BMW,X3 30e,MPV,31%,25% G,16% MX,US,"",A,"",G,"",2020
BMW AG,BMW,X3M,MPV,31%,26% G,16% MX,US,"",G,"",G,"",2020
BMW AG,BMW,X4M,MPV,30%,28% G,18% MX,US,"",G,"",G,"",2020
BMW AG,BMW,X4,MPV,31%,25% G,18% MX,US,"",A (4.0),UK (3.0),G,"",2020
BMW AG,BMW,X5,MPV,31%,23% G,20% MX,US,"",G (5.0),A (4.0),G,"",2020
BMW AG,BMW,X6,MPV,16%,36% G,"",US,"",G (5.0),A (4.0),G,"",2020
BMW AG,BMW,X6,MPV,27%,29% G,19% MX,US,"",G (5.0),A (4.0),G,"",2020
BMW AG,BMW,X7,MPV,23%,27% G,20% M,US,"",G (5.0),A (4.0),G,"",2020
BMW AG,BMW,i3,PC,5%,35% G,20% CH,G,"",G,"",G,"",2020
BMW AG,BMW,i8,PC,5%,60% G,"",G,"",G,"",J,"",2020
BMW AG,BMW,Z4,PC,5%,50% G,15% PL,A,"",G,"",G,"",2020
BMW AG,BMW,Cooper Hard Top 2 Door,PC,5%,35% G,20% UK,UK,"",G,"",G,"",2020
BMW AG,BMW,Cooper Hard Top 4 Door,PC,5%,35% G,20% UK,UK,"",G,"",G,"",2020
BMW AG,BMW,Cooper Convertible,PC,5%,35% G,25% UK,N,"",G,"",J,"",2020
BMW AG,BMW,Cooper Clubman,PC,5%,35% G,20% UK,UK,"",G,"",G,BE,2020
BMW AG,BMW,Cooper Countryman,MPV,5%,50% G,"",N,"",G,"",J,"",2020
BMW AG,Toyota,Supra,PC,5%,50% G,15% A,A,"",G,"",G,"",2020
Rolls-Royce Motor,Rolls-Royce,Phantom,PC,5%,65% G,15% UK,UK,"",G,"",G,"",2020
Rolls-Royce Motor,Rolls-Royce,Ghost,PC,5%,65% G,15% UK,UK,"",G,"",G,"",2020
Rolls-Royce Motor,Rolls-Royce,Wraith,PC,5%,65% G,15% UK,UK,"",G,"",G,"",2020
Rolls-Royce Motor,Rolls-Royce,Dawn,PC,5%,65% G,15% UK,UK,"",G,"",G,"",2020
Rolls-Royce Motor,Rolls-Royce,Cullinan,MPV,5%,60% G,15% UK,UK,"",G,"",G,"",2020
Bugatti AutomobilesS.A.S.,Bugatti,Chiron,PC,"","","",F,"",G,"",UK,"",2020
FCA,Alfa Romeo,4C,PC,0%,95% I,"",I,"",I,"",I,"",2020
FCA,Alfa Romeo,Giulia,PC,0%,69% I,"",I,"",I,"",G,"",2020
FCA,Alfa Romeo,Stelvio,MPV,0%,55% I,"",I,"",I,"",G,"",2020
FCA,Chrysler,300,PC,68%,20% M,"",CN,"",US (3.6L),M (5.7L),US,"",2020
FCA,Chrysler,Pacifica,MPV,54%,22%M,"",CN,"",M,"",US,"",2020
FCA,Chry sler,Voyager,MPV,54%,22% M,"",CN,"",M,"",US,"",2020
FCA,Dodge,Challenger,PC,60%,27% M,"",US,"",US (3.6L),M,US,M (Manual)G(8 SPD HP90),2020
FCA,Dodge,Charger,PC,66%,22%M,"",US,"",US (3.6L),M,US,M (Manual)G(8 SPD HP90),2020
FCA,Dodge,Durango,MPV,58%,26%M,"",US,"",M,"",US,G (8 SPD 8HP70),2020
FCA,Dodge,GrandCaravan,MPV,74%,14% M,"",CN,"",US,"",US,"",2020
FCA,Dodge,Journey,MPV,25%,69% M,"",M,"",US,"",US,"",2020
FCA,Fiat,500L,MPV,0%,21% Serbia,19% I,SRB,"",I,"",J,"",2020
FCA,Fiat,500X,MPV,0%,62% I,20% PL,I,"",PL,"",US,"",2020
FCA,Jeep,Cherokee,MPV,61%,21% M,"",US,"",US,"",US,"",2020
FCA,Jeep,Compass,MPV,23%,68% M,"",M,"",M,"",US (9SPD),I (Manual),2020
FCA,Jeep,Gladiator,Truck,61%,21% M,"",US,"",M,"",US,J (Manual),2020
FCA,Jeep,Grand Cherokee,MPV,58%,26%M,"",US,"",M,"",US,G (8 SPD 8HP70)G(8SPD 8HP95),2020
FCA,Jeep,Renegade,MPV,14%,63% I,"",US,"",US (2.4L),I (1.3L),"",US,2020
Fiat Chrysler,Jeep,Wrangler,MPV,58%,19% M,"",US,"",US or I(2.0L),M (3.5L)I (3.0 Diesel),US,J (Manual)G (8 SPD 8HP75),2020
Fiat Chrysler,RAM,Ram 1500 Pickup,Truck,53%,26% M,"",US,"",US (3.6L),M (5.7L)I (3.0L Diesel),US,G (8HP75),2020
Fiat Chrysler,RAM,Ram 1500 CLASSIC,Truck,55%,29% M,"",M,"",US (3.6L),M (5.7L),US,G (8HP70),2020
Fiat Chrysler,RAM,Promaster City,MPV,34%,44% T,18% I,T,"",US,"",US,"",2020
Ford Motor Company,Ford,EcoSport,MPV,15%,60% IN,"",IN,"",G (1.0L),US (2.0L),MX,US,2020
Ford Motor Company,Ford,Edge,MPV,40%,16% MX,"",US,"",ESP (2.0L),MX (2.7L),US,"",2020
Ford Motor Company,Ford,Escape,MPV,42%,30% MX,"",US,"",MX (1.5L),ESP (2.0L),MX,US,2020
Ford Motor Company,Ford,Escape,MPV,42%,30% MX,"",US,"",MX (2.5L),"",US,"",2020
Ford Motor Company,Ford,Expedition,MPV,51%,20% MX,"",US,"",US,"",US,"",2020
Ford Motor Company,Ford,Explorer,MPV,55%,17% MX,"",US,"","US (3.0, 3.3)",MX (2.3),US,"",2020
Ford Motor Company,Ford,F150,Truck,50%,"","",US,US,MX (3.5L),MX (2.7L),US,"",2020
Ford Motor Company,Ford,F150,Truck,50%,"","",US,US,US (3.3L),US (5.0L),US,"",2020
Ford Motor Company,Ford,F150,Truck,50%,"","",US,US,UK (3.0L),"",US,"",2020
Ford Motor Company,Ford,Ranger,MPV,70%,"","",US,"",US,"",US,"",2020
Ford Motor Company,Ford,Fusion,PC,26%,55% MX,"",MX,"",UK (1.5L),ESP (2.3L),US,"",2020
Ford Motor Company,Ford,Fusion,PC,26%,55% MX,"",MX,"","MX (2.5L, 2.0Le)",US (2.7L),US,"",2020
Ford Motor Company,Ford,Ford GT,PC,12%,"","",CN,"",US,"",G,"",2020
Ford Motor Company,Ford,Mustang,PC,51%,20% MX,"",US,"",US (2.3),US (5.0),CH (MAN),US (AUTO),2020
Ford Motor Company,Ford,Mustang,PC,51%,20% MX,"",US,"",ESP (2.3),"",CH (MAN),US (AUTO),2020
Ford Motor Company,Ford,Mustang,PC,51%,20% MX,"",US,"",G (5.0),"",CH,"",2020
Ford Motor Company,Ford,Mustang,PC,51%,20% MX,"",US,"",US (5.2),"",MX,"",2020
Ford Motor Company,Ford,Transit Connect,Truck,10%,50% ESP,"",ESP,"","FR (1.5)
MX (2.5)",US (2.0),US,FR,2020
Ford Motor Company,Lincoln,Corsair,PC,16%,"","",US,"",2.3L),US (2.5L),US,"",2020
Ford Motor Company,Lincoln,Continental,PC,46%,25% MX,"",US,"","US (2.7L, 3.7L)",MX (3.0L),"","",2020
Ford Motor Company,Lincoln,Aviator,MPV,50%,20% MX,"",US,"",US,"",US,"",2020
Ford Motor Company,Lincoln,Nautilus,MPV,45%,15% MX,"",US,"",ESP (2.0L),US (2.7L),US,"",2020
Ford Motor Company,Lincoln,MKZ,PC,25%,60% MX,"",MX,"",ESP (2.0L),US (3.0L),US,"",2020
Ford Motor Company,Lincoln,MKZ,PC,25%,60% MX,"",MX,"",MX (2.0L e),"",US,"",2020
Ford Motor Company,Lincoln,Navigator,MPV,47%,21% MX,"",US,"",MX,"",US,"",2020
General Motors LLC,Buick,Envision,MPV,1%,94% CH,"",CH,"",CH,"",CH,"",2020
General Motors LLC,Cadillac,Escalade,MPV,43%,44% M,"",US,"",US,"",US,"",2020
General Motors LLC,Chevrolet,Equinox,MPV,47%,29% M,"",M,"",US,"",US,"",2020
General Motors LLC,Chevrolet,"Tahoe, Suburban",MPV,43%,44% M,"",US,"",US,"",US,"",2020
General Motors LLC,GMC,Terrain,MPV,47%,29% M,"",M,"",US,"",US,"",2020
General Motors LLC,GMC,"Yukon, Yukon EXT",MPV,43%,44% M,"",US,"",US,"",US,"",2020
GM LLC,Chevrolet,Blazer,MPV,52%,21% Mexico,"",M,"",US,"",US,"",2020
GM LLC,Chevrolet,Traverse,MPV,52%,21% Mexico,"",US,"",M,"",US,"",2020
GM LLC,Buick,Enclave,MPV,52%,21% Mexico,"",US,"",M,"",US,"",2020
GM LLC,GMC,Acadia,MPV,52%,21% Mexico,"",US,"",US,"",US,"",2020
GM LLC,Cadillac,XT5,MPV,52%,21% Mexico,"",US,"",US,"",US,"",2020
GM LLC,Cadillac,XT6,MPV,52%,21% Mexico,"",US,"",US,"",US,"",2020
GM LLC,Chevrolet,Malibu,PC,54%,22% Mexico,"",US,"",US,"H, M",US,M,2020
GM LLC,Cadillac,XT4,MPV,54%,22% Mexico,"",US,"",US,"",US,"",2020
GM LLC,Buick,Regal,PC,21%,25% Germany,23% Vietnam,G,"",US,"",J,M,2020
GM LLC,Buick,Encore,MPV,4%,63% Korea,"",K,"",A,"",K,"",2020
GM LLC,Chevrolet,Trax (Korea),MPV,4%,62% Korea,"",K,"",A,"",K,"",2020
GM LLC,Chevrolet,Trax (Mexico),MPV,14%,54% Mexico,"",M,"",A,"",US,"",2020
GM LLC,Chevrolet,Sonic,PC,41%,19% Mexico,"",US,"",A,"",US,"",2020
GM LLC,Chevrolet,Spark,PC,1%,76% Korea,"",K,"",K,"",J,K,2020
GM LLC,Chevrolet,Colorado,T,64%,17% Mexico,"",US,"",US,TH,US,"",2020
GM LLC,GMC,Canyon,T,64%,17% Mexico,"",US,"",US,TH,US,"",2020
GM LLC,Chevrolet,Camaro,PC,66%,"","",US,"",US,"",US,M,2020
GM LLC,Chevrolet,Bolt,PC,24%,57% Korea,"",US,"",K,"",K,"",2020
GM LLC,Chevrolet,Silverado,T,46%,38% Mexico,"",US,M,US,"",US,"",2020
GM LLC,GMC,Sierra,T,46%,38% Mexico,"",US,M,US,"",US,"",2020
GM LLC,Cadillac,CT6,PC,42%,25% China,22% Mexico,US,"",US,"",US,M,2020
GM LLC,Chevrolet,Impala,PC,53%,26% Mexico,"",US,CN,M,"",US,"",2020
GM LLC,Cadillac,CT4,PC,55%,19% China,"",US,"",US,"",US,"",2020
GM LLC,Cadillac,CT5,PC,55%,19% China,"",US,"",US,"",US,"",2020
GM LLC,Chevrolet,Corvette,PC,64%,"","",US,"",US,"",US,"",2020
GM LLC,Buick,Encore GX,MPV,3%,44% Korea,26% Mexico,K,"",M,"",M,"",2020
"Honda Motor Co., Ltd.",Acura,RDX AWD A- Spec,MPV,65%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Acura,RDX AWD,MPV,65%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Acura,MDX FWD,MPV,65%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Acura,MDX AWD,MPV,60%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Acura,MDX AWD,MPV,60%,"","",US,"",J,"",J,"",2020
"Honda Motor Co., Ltd.",Acura,MDX AWD A- Spec,MPV,60%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,Ridgeline AWD,Truck,70%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,Ridgeline FWD,Truck,70%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,Pilot 2WD,MPV,65%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,Pilot AWD,MPV,65%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,Passport 2WD,MPV,70%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,Passport AWD,MPV,70%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,Odyssey,MPV,70%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Acura,NSX AWD,PC,35%,35% J,25% UK,US,"",UK,"",J,"",2020
"Honda Motor Co., Ltd.",Acura,ILX,PC,55%,20% J,"",US,"",US,"",J,"",2020
"Honda Motor Co., Ltd.",Acura,RLX FWD,PC,20%,70% J,"",J,"",J,"",US,"",2020
"Honda Motor Co., Ltd.",Acura,RLX AWD,PC,5%,90% J,"",J,"",J,"",J,"",2020
"Honda Motor Co., Ltd.",Acura,TLX AWD,PC,70%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Acura,TLX AWD A-Spec,PC,70%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Acura,TLX FWD,PC,70%,"","",US,"",US,"",J,"",2020
"Honda Motor Co., Ltd.",Acura,TLX FWD,PC,70%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Acura,TLX FWD A-Spec,PC,70%,"","",US,"",US,"",J,"",2020
"Honda Motor Co., Ltd.",Acura,TLX FWD A-Spec,PC,70%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,HR-V 2WD,MPV,20%,40% MX,15% J,MX,"",US,"",Ind,"",2020
"Honda Motor Co., Ltd.",Honda,HR-V 2WD,MPV,20%,40% MX,15% J,MX,"",US,"",Ind,"",2020
"Honda Motor Co., Ltd.",Honda,HR-V AWD,MPV,20%,35% MX,20% J,MX,"",US,"",Ind,"",2020
"Honda Motor Co., Ltd.",Honda,HR-V AWD,MPV,20%,35% MX,20% J,MX,"",US,"",Ind,"",2020
"Honda Motor Co., Ltd.",Honda,CR-V 2WD,MPV,65%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,CR-V 2WD,MPV,65%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,CR-V 2WD,MPV,65%,"","",CAN,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,CR-V 2WD,MPV,65%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,CR-V 4WD,MPV,55%,20% J,"",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,CR-V 4WD,MPV,55%,20% J,"",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,CR-V 4WD,MPV,55%,20% J,"",CAN,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,CR-V 4WD,MPV,55%,20% J,"",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,CR-V 4WD,MPV,55%,20% J,"",US,"",US,"",J,"",2020
"Honda Motor Co., Ltd.",Honda,Civic 5Dr,PC,20%,20% UK,20% J,UK,"",J,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,Civic 5Dr,PC,20%,20% UK,20% J,UK,"",J,"",Ind,"",2020
"Honda Motor Co., Ltd.",Honda,Civic 2D,PC,65%,"","",CAN,"",US,"",IND,"",2020
"Honda Motor Co., Ltd.",Honda,Civic 2D,PC,65%,"","",CAN,"",US,"",IND,"",2020
"Honda Motor Co., Ltd.",Honda,Civic 2D,PC,65%,"","",CAN,"",US,"",IND,"",2020
"Honda Motor Co., Ltd.",Honda,Civic 4D,PC,65%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,Civic 4D,PC,65%,"","",US,"",US,"",MX,"",2020
"Honda Motor Co., Ltd.",Honda,Civic 4D,PC,65%,"","",US,"",US,"",IND,"",2020
"Honda Motor Co., Ltd.",Honda,Civic 4D,PC,65%,"","",CAN,"",US,"",IND,"",2020
"Honda Motor Co., Ltd.",Honda,Civic 4D,PC,65%,"","",CAN,"",US,"",IND,"",2020
"Honda Motor Co., Ltd.",Honda,Civic 4D,PC,65%,"","",CAN,"",US,"",IND,"",2020
"Honda Motor Co., Ltd.",Honda,Accord,PC,65%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,Accord,PC,65%,"","",US,"",US,"",IND,"",2020
"Honda Motor Co., Ltd.",Honda,Accord,PC,65%,"","",US,"",J,"",J,"",2020
"Honda Motor Co., Ltd.",Honda,Accord 2.0L Sport/Touring,PC,65%,"","",US,"",US,"",US,"",2020
"Honda Motor Co., Ltd.",Honda,FIT,PC,20%,45% MX,15% J,MX,"",MX,"",PH,"",2020
"Honda Motor Co., Ltd.",Honda,FIT,PC,20%,45% MX,15% J,MX,"",MX,"",MX,"",2020
"Honda Motor Co., Ltd.",Honda,Clarity,PC,5%,85% J,"",US,"",J,"",J,"",2020
"Honda Motor Co., Ltd.",Honda,Insight,PC,45%,30% J,"",US,"",J,"",J,"",2020
"Honda Motor Co., Ltd.",Honda,Insight Touring,PC,45%,25% J,"",US,"",J,"",J,"",2020
Hyundai Motor Company,Genesis,G70,PC,5%,85% K,"",K,"",K,"",K,"",2020
Hyundai Motor Company,Genesis,G80,PC,5%,85% K,"",K,"",K,"",K,"",2020
Hyundai Motor Company,Genesis,G90,PC,0%,90% K,"",K,"",K,"",K,"",2020
Hyundai Motor Company,Hyundai,Accent,PC,5%,55% MX,45% K,MX,"",MX,"",K,MX,2020
Hyundai Motor Company,Hyundai,Elantra GT,PC,0%,90% K,"",K,"",K,"",K,"",2020
Hyundai Motor Company,Hyundai,Elantra,PC,0%,85% K,"",K,"",K,"",K,"",2020
Hyundai Motor Company,Hyundai,Elantra,PC,45%,35% K,20% MX,US,"",US,"",US,"",2020
Hyundai Motor Company,Hyundai,Elantra,PC,45%,35% K,20% MX,US,"",US,"",MX,"",2020
Hyundai Motor Company,Hyundai,Elantra,PC,45%,35% K,20% MX,US,"",US,K,MX,"",2020
Hyundai Motor Company,Hyundai,Ioniq PHEV,PC,0%,80% K,"",K,"",K,"",K,"",2020
Hyundai Motor Company,Hyundai,Ioniq EV,PC,0%,65% K,25% CH,K,"",K,"",K,"",2020
Hyundai Motor Company,Hyundai,Ioniq HEV,PC,0%,80% K,"",K,"",K,"",K,"",2020
Hyundai Motor Company,Hyundai,Kona,MPV,5%,85% K,"",K,"",K,C,K,"",2020
Hyundai Motor Company,Hyundai,Kona EV,MPV,0%,95% K,"",K,"",K,"",K,"",2020
Hyundai Motor Company,Hyundai,Nexo,MPV,0%,85% K,"",K,"",K,"",K,"",2020
Hyundai Motor Company,Hyundai,Palisade,MPV,0%,90% K,"",K,"",K,"",K,"",2020
Hyundai Motor Company,Hyundai,Santa Fe,MPV,35%,55% K,"",US,"",US,"",US,"",2020
Hyundai Motor Company,Hyundai,Sonata HEV,PC,0%,90% K,"",K,"",K,"",K,"",2020
Hyundai Motor Company,Hyundai,Sonata,PC,45%,40% K,"",US,"",US,"",US,"",2020
Hyundai Motor Company,Hyundai,Tucson,MPV,0%,85% K,"",K,"",K,"",K,"",2020
Hyundai Motor Company,Hyundai,Veloster,PC,0%,90% K,"",K,"",K,"",K,"",2020
Hyundai Motor Company,Hyundai,Veloster N,PC,5%,85% K,"",K,"",K,"",K,"",2020
Hyundai Motor Company,Hyundai,Venue,MPV,0%,95% K,"",K,"",K,"",K,"",2020
"JaguaLr iLmaitnedd Rover
JaguarLand RoverJaguaLriLmaitnedd Rover","Jaguar
Jaguar
Jaguar","F-PACE - 25t
F-PACE - 30t
F-PACE - S","MPV
MPV
MPV","4%
0%
4%","52% Germany
61% United Kingdom
47% United Kingdom","41% United Kingdom
15% Germany
46% Germany","UK
UK
UK","","UK
UK
UK","","G
G
G","",2020
JaguaLriLmaitnedd Rover,Jaguar,F-PACE - SVR,MPV,0%,66% United Kingdom,11% Germany,UK,"",UK,"",G,"",2020
